1-butanol,571
ethanol,497
1-pentanol,289
methanol,210
benzene,143
cyclohexane,143
benzyl alcohol,128
1-propanol,118
"ethanol, 2-ethoxy-",117
"1,2-propanediol",97
butan-2-ol,85
hexane,83
heptane,80
toluene,68
diisopropyl,63
2-propanol,63
neohexane,62
isopropyl ether,52
tetrahydrofuran,52
2-methyl-2-butanol,48
"2,2,4-trimethylpentane",42
dibutyl ether,38
methylcyclohexane,38
"1,3-propanediol",36
"1,4-butanediol",36
2-phenylethanol,34
tetrahydropyran,32
1-octanol,32
1-hexanol,31
"1,2-dimethylbenzene",29
n-decane,20
nonane,20
dipropyl ether,20
1-methoxy-2-propanol,19
octane,19
epoxypropane,19
2-methyl-1-propanol,17
ethoxybenzene,17
methoxybenzene,17
"1,3-dimethylbenzene",14
"1,4-dimethylbenzene",14
1-heptanol,11
1-nonanol,10
"1,4-dioxane",9
